ebird_code,date,duration,filename,species,number_of_notes,secondary_labels,latitude,sampling_rate,type,elevation,bitrate_of_mp3,background,country,primary_label,longitude,time
brebla,2019-09-01,61,XC495420.mp3,Brewer's Blackbird,1-3,['Hirundo rustica_Barn Swallow'],40.4979,44100 (Hz),"alarm call, call, song",2000 m,128055 (bps),Barn Swallow (Hirundo rustica),United States,Euphagus cyanocephalus_Brewer's Blackbird,-107.1883,06:55
brespa,2013-06-09,61,XC149225.mp3,Brewer's Sparrow,>20,"['Tringa semipalmata_Willet', 'Antigone canadensis_Sandhill Crane', 'Oreoscoptes montanus_Sage Thrasher']",39.7582,48000 (Hz),song,1500 m,320000 (bps),Willet (Tringa semipalmata); Sandhill Crane (Antigone canadensis); Sage Thrasher (Oreoscoptes montanus),United States,Spizella breweri_Brewer's Sparrow,-120.3525,7:38
brespa,2014-06-07,171,XC186399.mp3,Brewer's Sparrow,>20,['Sturnella neglecta_Western Meadowlark'],49.1453,44100 (Hz),song,800 m,128000 (bps),Western Meadowlark (Sturnella neglecta),Canada,Spizella breweri_Brewer's Sparrow,-107.5042,08:57
brespa,2014-07-15,94,XC187665.mp3,Brewer's Sparrow,Not specified,[],50.5976,48000 (Hz),song,2200 m,320000 (bps),,Canada,Spizella breweri_Brewer's Sparrow,-114.9877,22:00
brespa,2014-06-11,75,XC188119.mp3,Brewer's Sparrow,>20,['Zonotrichia leucophrys_White-crowned Sparrow'],52.2247,44100 (Hz),song,2100 m,128000 (bps),White-crowned Sparrow (Zonotrichia leucophrys),Canada,Spizella breweri_Brewer's Sparrow,-117.202,08:55
brespa,2014-06-11,160,XC188122.mp3,Brewer's Sparrow,>20,['Turdus migratorius_American Robin'],52.2247,44100 (Hz),song,2100 m,128000 (bps),American Robin (Turdus migratorius),Canada,Spizella breweri_Brewer's Sparrow,-117.202,09:02
brespa,2014-06-11,115,XC188125.mp3,Brewer's Sparrow,>20,[],52.2247,44100 (Hz),"call, song",2200 m,128000 (bps),,Canada,Spizella breweri_Brewer's Sparrow,-117.202,09:58
brespa,2014-05-23,153,XC205474.mp3,Brewer's Sparrow,Not specified,[],38.2849,48000 (Hz),song,1900 m,128000 (bps),,United States,Spizella breweri_Brewer's Sparrow,-108.7245,10:05
brespa,2016-05-14,126,XC322426.mp3,Brewer's Sparrow,7-20,['Sturnella neglecta_Western Meadowlark'],43.2897,44100 (Hz),song,1300 m,265673 (bps),Western Meadowlark (Sturnella neglecta),United States,Spizella breweri_Brewer's Sparrow,-119.05,12:30
brespa,2018-04-05,14,XC483184.mp3,Brewer's Sparrow,Not specified,[],33.8908,48000 (Hz),song,700 m,192000 (bps),,United States,Spizella breweri_Brewer's Sparrow,-111.9528,10:30
brncre,2013-02-03,18,XC121043.mp3,Brown Creeper,Not specified,"['Sitta carolinensis_White-breasted Nuthatch', 'Poecile atricapillus_Black-capped Chickadee']",44.84,44100 (Hz),call,220 m,192000 (bps),White-breasted Nuthatch (Sitta carolinensis); Black-capped Chickadee (Poecile atricapillus),United States,Certhia americana_Brown Creeper,-93.236,09:15
brncre,2011-05-20,75,XC161897.mp3,Brown Creeper,Not specified,[],48.377,44100 (Hz),call,40 m,128000 (bps),,Canada,Certhia americana_Brown Creeper,-123.838,06:00
brncre,2014-05-27,101,XC188783.mp3,Brown Creeper,Not specified,[],49.6715,48000 (Hz),song,1200 m,320000 (bps),,Canada,Certhia americana_Brown Creeper,-109.5028,15:00
brncre,2014-01-30,140,XC244351.mp3,Brown Creeper,Not specified,[],14.126,48000 (Hz),song,1400 m,320000 (bps),,El Salvador,Certhia americana_Brown Creeper,-88.908,07:30
brncre,2015-06-26,27,XC256195.mp3,Brown Creeper,Not specified,[],39.892,44100 (Hz),"male, song",1700 m,96000 (bps),,United States,Certhia americana_Brown Creeper,-120.4226,18:00
brncre,2016-05-28,183,XC324483.mp3,Brown Creeper,4-6,"['Trogon elegans_Elegant Trogon', 'Myiarchus tuberculifer_Dusky-capped Flycatcher', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Troglodytes aedon_House Wren']",31.853,44100 (Hz),"call, song",1600 m,128000 (bps),Hepatic Tanager (Piranga hepatica); Elegant Trogon (Trogon elegans); Dusky-capped Flycatcher (Myiarchus tuberculifer); Brown-crested Flycatcher (Myiarchus tyrannulus); House Wren (Troglodytes aedon),United States,Certhia americana_Brown Creeper,-109.194,05:18
brncre,2018-05-17,177,XC440574.mp3,Brown Creeper,4-6,"['Contopus pertinax_Greater Pewee', ""Setophaga graciae_Grace's Warbler"", 'Turdus migratorius_American Robin', 'Troglodytes aedon_House Wren', 'Peucedramus taeniatus_Olive Warbler']",28.3714,44100 (Hz),"call, song",2100 m,128000 (bps),Greater Pewee (Contopus pertinax); Grace's Warbler (Setophaga graciae); American Robin (Turdus migratorius); House Wren (Troglodytes aedon); Olive Warbler (Peucedramus taeniatus),Mexico,Certhia americana_Brown Creeper,-109.0318,05:22
brncre,2019-05-29,48,XC482568.mp3,Brown Creeper,Not specified,[],42.1571,48000 (Hz),song,2000 m,320158 (bps),,United States,Certhia americana_Brown Creeper,-120.2118,08:00
brncre,2009-05-09,19,XC70722.mp3,Brown Creeper,Not specified,"['Junco phaeonotus_Yellow-eyed Junco', 'Sitta carolinensis_White-breasted Nuthatch', 'Glaucidium gnoma_Northern Pygmy-Owl']",31.9045,44100 (Hz),song,1500 m,128000 (bps),Yellow-eyed Junco (Junco phaeonotus); White-breasted Nuthatch (Sitta carolinensis); Mountain Pygmy Owl (Glaucidium gnoma),United States,Certhia americana_Brown Creeper,-109.2795,13:15
brnthr,2013-03-07,45,XC131882.mp3,Brown Thrasher,Not specified,"['Zenaida macroura_Mourning Dove', 'Zonotrichia albicollis_White-throated Sparrow', 'Poecile carolinensis_Carolina Chickadee', 'Baeolophus bicolor_Tufted Titmouse', 'Cyanocitta cristata_Blue Jay']",33.3198,48000 (Hz),song,120 m,320000 (bps),Mourning Dove (Zenaida macroura); White-throated Sparrow (Zonotrichia albicollis); Carolina Chickadee (Poecile carolinensis); Tufted Titmouse (Baeolophus bicolor); Blue Jay (Cyanocitta cristata),United States,Toxostoma rufum_Brown Thrasher,-82.0069,10:30
brnthr,2013-06-02,70,XC136051.mp3,Brown Thrasher,Not specified,"['Geothlypis trichas_Common Yellowthroat', ""Centronyx henslowii_Henslow's Sparrow""]",44.8432,48000 (Hz),"male, song",260 m,192000 (bps),Common Yellowthroat (Geothlypis trichas); Henslow's Sparrow (Ammodramus henslowii),United States,Toxostoma rufum_Brown Thrasher,-93.3698,06:51
brnthr,2013-06-02,204,XC136054.mp3,Brown Thrasher,Not specified,"[""Centronyx henslowii_Henslow's Sparrow"", 'Geothlypis trichas_Common Yellowthroat']",44.8432,48000 (Hz),"male, song",260 m,192000 (bps),Henslow's Sparrow (Ammodramus henslowii); Common Yellowthroat (Geothlypis trichas),United States,Toxostoma rufum_Brown Thrasher,-93.3698,07:04
brnthr,2014-06-03,72,XC192082.mp3,Brown Thrasher,Not specified,"['Geothlypis trichas_Common Yellowthroat', 'Zenaida macroura_Mourning Dove']",28.4856,48000 (Hz),song,20 m,128000 (bps),Common Yellowthroat (Geothlypis trichas); Mourning Dove (Zenaida macroura),United States,Toxostoma rufum_Brown Thrasher,-81.1028,10:16
brnthr,2015-03-20,71,XC253847.mp3,Brown Thrasher,Not specified,"['Mimus polyglottos_Northern Mockingbird', 'Cardinalis cardinalis_Northern Cardinal', 'Molothrus ater_Brown-headed Cowbird', 'Sturnella magna_Eastern Meadowlark']",32.59,44100 (Hz),song,50 m,320000 (bps),Northern Mockingbird (Mimus polyglottos); Northern Cardinal (Cardinalis cardinalis); Brown-headed Cowbird (Molothrus ater); Eastern Meadowlark (Sturnella magna),United States,Toxostoma rufum_Brown Thrasher,-93.7685,07:36
brnthr,2017-04-30,200,XC370857.mp3,Brown Thrasher,Not specified,[],45.3528,44100 (Hz),song,70 m,192000 (bps),,Canada,Toxostoma rufum_Brown Thrasher,-75.8739,08:30
brnthr,2017-04-17,126,XC373486.mp3,Brown Thrasher,Not specified,[],40.8918,48000 (Hz),song,220 m,96000 (bps),,United States,Toxostoma rufum_Brown Thrasher,-91.0756,17:30
brnthr,2015-04-24,74,XC383951.mp3,Brown Thrasher,Not specified,[],38.0266,44100 (Hz),song,320 m,128000 (bps),,United States,Toxostoma rufum_Brown Thrasher,-84.3217,09:00
brnthr,2019-04-17,61,XC467806.mp3,Brown Thrasher,>20,[],40.963,44100 (Hz),song,220 m,128055 (bps),,United States,Toxostoma rufum_Brown Thrasher,-91.9469,08:00
brthum,2013-04-24,5,XC132827.mp3,Broad-tailed Hummingbird,4-6,"[""Icterus parisorum_Scott's Oriole""]",31.906,44100 (Hz),"chase call, wing whine",1400 m,128000 (bps),Scott's Oriole (Icterus parisorum),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,17:07
brthum,2011-05-12,11,XC132831.mp3,Broad-tailed Hummingbird,1-3,"[""Icterus parisorum_Scott's Oriole"", 'Lampornis clemenciae_Blue-throated Mountain-gem', ""Icterus bullockii_Bullock's Oriole""]",31.906,44100 (Hz),call,1400 m,128000 (bps),Scott's Oriole (Icterus parisorum); Blue-throated Mountaingem (Lampornis clemenciae); Bullock's Oriole (Icterus bullockii),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,13:37
brthum,2013-04-13,19,XC132848.mp3,Broad-tailed Hummingbird,1-3,"['Spinus pinus_Pine Siskin', 'Melanerpes formicivorus_Acorn Woodpecker']",31.906,44100 (Hz),"call, wing whine",1400 m,128000 (bps),Pine Siskin (Spinus pinus); Acorn Woodpecker (Melanerpes formicivorus),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,07:07
brthum,2013-04-18,19,XC132849.mp3,Broad-tailed Hummingbird,1-3,"['Spinus pinus_Pine Siskin', 'Zenaida macroura_Mourning Dove']",31.906,44100 (Hz),"call, wing whine",1400 m,128000 (bps),Pine Siskin (Spinus pinus); Mourning Dove (Zenaida macroura),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,07:14
brthum,2013-04-19,18,XC132890.mp3,Broad-tailed Hummingbird,1-3,"['Zenaida macroura_Mourning Dove', 'Zenaida asiatica_White-winged Dove']",31.906,44100 (Hz),"display, wing whine",1400 m,128000 (bps),Mourning Dove (Zenaida macroura); White-winged Dove (Zenaida asiatica),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,16:56
brthum,2013-04-19,29,XC132891.mp3,Broad-tailed Hummingbird,1-3,"['Icterus cucullatus_Hooded Oriole', 'Archilochus alexandri_Black-chinned Hummingbird', 'Zenaida macroura_Mourning Dove', ""Eugenes fulgens_Rivoli's Hummingbird""]",31.906,44100 (Hz),"call, display, wing whine",1400 m,128000 (bps),Hooded Oriole (Icterus cucullatus); Black-chinned Hummingbird (Archilochus alexandri); Mourning Dove (Zenaida macroura); Rivoli's Hummingbird (Eugenes fulgens),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,17:09
brthum,2012-03-30,39,XC132911.mp3,Broad-tailed Hummingbird,1-3,"['Spinus psaltria_Lesser Goldfinch', 'Spizella passerina_Chipping Sparrow']",31.906,44100 (Hz),"display, wing whine",1400 m,128000 (bps),Lesser Goldfinch (Spinus psaltria); Chipping Sparrow (Spizella passerina),United States,Selasphorus platycercus_Broad-tailed Hummingbird,-109.1543,10:06
brthum,2016-08-20,25,XC331742.mp3,Broad-tailed Hummingbird,>20,[],33.6401,44100 (Hz),"flight call, mechanical wing sound",200 m,256000 (bps),,United States,Selasphorus platycercus_Broad-tailed Hummingbird,-117.66,17:45
brthum,2019-08-22,74,XC495182.mp3,Broad-tailed Hummingbird,Not specified,[],35.7426,48000 (Hz),"call, chips, song, wing sounds",2300 m,320000 (bps),,United States,Selasphorus platycercus_Broad-tailed Hummingbird,-105.6763,08:50
brwhaw,2013-07-07,6,XC141897.mp3,Broad-winged Hawk,1-3,[],40.0631,44100 (Hz),call,120 m,320000 (bps),,United States,Buteo platypterus_Broad-winged Hawk,-75.7314,08:30
brwhaw,2013-07-24,9,XC143934.mp3,Broad-winged Hawk,Not specified,[],43.6764,44100 (Hz),flight call,? m,128000 (bps),,United States,Buteo platypterus_Broad-winged Hawk,-73.7494,1:15
brwhaw,2014-06-03,3,XC183280.mp3,Broad-winged Hawk,Not specified,[],30.4334,44100 (Hz),flight call,20 m,128000 (bps),,United States,Buteo platypterus_Broad-winged Hawk,-91.1667,11:30
brwhaw,2013-02-22,12,XC198397.mp3,Broad-winged Hawk,Not specified,[],13.9292,48000 (Hz),call,440 m,128000 (bps),,El Salvador,Buteo platypterus_Broad-winged Hawk,-89.0469,?
brwhaw,2015-11-09,5,XC314647.mp3,Broad-winged Hawk,1-3,['Lipaugus vociferans_Screaming Piha'],-9.0343,48000 (Hz),call,110 m,192000 (bps),Screaming Piha (Lipaugus vociferans),Brazil,Buteo platypterus_Broad-winged Hawk,-64.1382,09:30
brwhaw,2018-05-14,47,XC453944.mp3,Broad-winged Hawk,Not specified,[],42.1104,44100 (Hz),song,70 m,128000 (bps),,United States,Buteo platypterus_Broad-winged Hawk,-71.1785,11:00
brwhaw,2011-05-24,19,XC468388.mp3,Broad-winged Hawk,Not specified,[],45.8321,48000 (Hz),call,500 m,128000 (bps),,United States,Buteo platypterus_Broad-winged Hawk,-88.9155,10:34
brwhaw,2000-01-12,7,XC51318.mp3,Broad-winged Hawk,Not specified,[],Not specified,44100 (Hz),song,? m,128000 (bps),,Colombia,Buteo platypterus_Broad-winged Hawk,Not specified,?:?
brwhaw,2000-01-06,45,XC54285.mp3,Broad-winged Hawk,Not specified,[],Not specified,44100 (Hz),Wisthle,2800 m,128000 (bps),,Colombia,Buteo platypterus_Broad-winged Hawk,Not specified,11:45
btbwar,2012-09-26,13,XC138154.mp3,Black-throated Blue Warbler,Not specified,[],40.0038,44100 (Hz),"flight call, male",0 m,128000 (bps),,United States,Setophaga caerulescens_Black-throated Blue Warbler,-75.045,07:15
btbwar,2013-06-23,19,XC139608.mp3,Black-throated Blue Warbler,7-20,[],35.6151,44100 (Hz),song,1700 m,128000 (bps),,United States,Setophaga caerulescens_Black-throated Blue Warbler,-83.4151,12:30
btbwar,2015-05-16,16,XC246092.mp3,Black-throated Blue Warbler,Not specified,"['Setophaga fusca_Blackburnian Warbler', 'Setophaga virens_Black-throated Green Warbler', 'Seiurus aurocapilla_Ovenbird', 'Catharus guttatus_Hermit Thrush']",45.3058,44100 (Hz),song,380 m,128000 (bps),Blackburnian Warbler (Setophaga fusca); Black-throated Green Warbler (Setophaga virens); Ovenbird (Seiurus aurocapilla); Hermit Thrush (Catharus guttatus),Canada,Setophaga caerulescens_Black-throated Blue Warbler,-78.8087,07:30
btbwar,2016-09-16,36,XC334962.mp3,Black-throated Blue Warbler,Not specified,"[""Catharus ustulatus_Swainson's Thrush""]",35.5861,48000 (Hz),call,1700 m,320000 (bps),Swainson's Thrush (Catharus ustulatus),United States,Setophaga caerulescens_Black-throated Blue Warbler,-83.464,10:00
btbwar,2017-05-01,57,XC367191.mp3,Black-throated Blue Warbler,Not specified,['Icterus galbula_Baltimore Oriole'],40.6052,44100 (Hz),song,0 m,256000 (bps),Baltimore Oriole (Icterus galbula),United States,Setophaga caerulescens_Black-throated Blue Warbler,-74.2495,07:00
btbwar,2016-05-14,3,XC403112.mp3,Black-throated Blue Warbler,Not specified,[],40.8002,44100 (Hz),song,0 m,320000 (bps),,United States,Setophaga caerulescens_Black-throated Blue Warbler,-74.0509,09:00
btbwar,2018-04-25,5,XC413187.mp3,Black-throated Blue Warbler,Not specified,[],28.5037,48000 (Hz),"flight call, male",10 m,128000 (bps),,United States,Setophaga caerulescens_Black-throated Blue Warbler,-80.9798,09:59
btbwar,2018-06-14,37,XC420878.mp3,Black-throated Blue Warbler,Not specified,[],42.3097,48000 (Hz),"male, song",500 m,192000 (bps),,United States,Setophaga caerulescens_Black-throated Blue Warbler,-76.5008,08:00
btbwar,2019-06-03,22,XC486857.mp3,Black-throated Blue Warbler,Not specified,[],42.7463,48000 (Hz),call,110 m,192000 (bps),,United States,Setophaga caerulescens_Black-throated Blue Warbler,-71.7074,08:30
btnwar,2012-05-24,147,XC173265.mp3,Black-throated Green Warbler,Not specified,[],44.4729,48000 (Hz),call,10 m,128000 (bps),,United States,Setophaga virens_Black-throated Green Warbler,-67.5789,09:11
btnwar,2011-05-26,242,XC173268.mp3,Black-throated Green Warbler,Not specified,"['Sitta canadensis_Red-breasted Nuthatch', 'Vireo solitarius_Blue-headed Vireo', 'Setophaga pinus_Pine Warbler']",45.8321,48000 (Hz),"call, song",500 m,128000 (bps),Red-breasted Nuthatch (Sitta canadensis); Blue-headed Vireo (Vireo solitarius); Pine Warbler (Setophaga pinus),United States,Setophaga virens_Black-throated Green Warbler,-88.9155,09:19
btnwar,2014-07-12,103,XC187634.mp3,Black-throated Green Warbler,Not specified,[],44.228,44100 (Hz),juvenile,0 m,128000 (bps),,United States,Setophaga virens_Black-throated Green Warbler,-68.312,08:00
btnwar,2014-06-20,37,XC190938.mp3,Black-throated Green Warbler,7-20,"['Setophaga magnolia_Magnolia Warbler', 'Leiothlypis peregrina_Tennessee Warbler']",55.8091,44100 (Hz),song,700 m,128000 (bps),Magnolia Warbler (Setophaga magnolia); Tennessee Warbler (Leiothlypis peregrina),Canada,Setophaga virens_Black-throated Green Warbler,-121.7001,06:21
btnwar,2010-05-11,14,XC213558.mp3,Black-throated Green Warbler,Not specified,[],31.1679,44100 (Hz),song,260 m,128000 (bps),,United States,Setophaga virens_Black-throated Green Warbler,-97.646,08:30
btnwar,2015-06-06,13,XC254310.mp3,Black-throated Green Warbler,Not specified,[],41.4015,44100 (Hz),song,30 m,320000 (bps),,United States,Setophaga virens_Black-throated Green Warbler,-71.7024,09:25
btnwar,2016-05-05,85,XC316102.mp3,Black-throated Green Warbler,4-6,[],34.9594,48000 (Hz),"call, song",110 m,320000 (bps),,United States,Setophaga virens_Black-throated Green Warbler,-89.9656,07:30
btnwar,2016-07-10,40,XC412909.mp3,Black-throated Green Warbler,4-6,[],43.2267,44100 (Hz),"call, male, song",320 m,192000 (bps),,Canada,Setophaga virens_Black-throated Green Warbler,-80.6419,13:00
btnwar,2017-06-03,64,XC501261.mp3,Black-throated Green Warbler,Not specified,[],38.5856,48000 (Hz),song,1100 m,256000 (bps),,United States,Setophaga virens_Black-throated Green Warbler,-79.6425,15:10
btywar,2013-05-13,137,XC133590.mp3,Black-throated Grey Warbler,7-20,[],49.2895,44100 (Hz),song,40 m,128000 (bps),,Canada,Setophaga nigrescens_Black-throated Gray Warbler,-122.7951,18:49
btywar,2016-03-30,5,XC310933.mp3,Black-throated Grey Warbler,Not specified,['Junco hyemalis_Dark-eyed Junco'],31.5104,44100 (Hz),song,1800 m,128571 (bps),Dark-eyed Junco (Junco hyemalis),United States,Setophaga nigrescens_Black-throated Gray Warbler,-110.3924,08:00
btywar,2016-05-21,28,XC318001.mp3,Black-throated Grey Warbler,Not specified,[],31.7056,44100 (Hz),"call, song",1800 m,96000 (bps),,United States,Setophaga nigrescens_Black-throated Gray Warbler,-110.8769,09:30
btywar,2015-05-31,116,XC323474.mp3,Black-throated Grey Warbler,7-20,"['Troglodytes aedon_House Wren', 'Myioborus pictus_Painted Redstart', 'Turdus migratorius_American Robin', 'Vireo plumbeus_Plumbeous Vireo', 'Colaptes auratus_Northern Flicker']",31.7772,44100 (Hz),song,1700 m,128000 (bps),House Wren (Troglodytes aedon); Hepatic Tanager (Piranga hepatica); Painted Whitestart (Myioborus pictus); American Robin (Turdus migratorius); Plumbeous Vireo (Vireo plumbeus); Northern Flicker (Colaptes auratus),United States,Setophaga nigrescens_Black-throated Gray Warbler,-109.3121,08:02
btywar,2015-05-31,225,XC323476.mp3,Black-throated Grey Warbler,7-20,"['Certhia americana_Brown Creeper', 'Psaltriparus minimus_Bushtit', 'Troglodytes aedon_House Wren', 'Vireo plumbeus_Plumbeous Vireo', 'Melanerpes formicivorus_Acorn Woodpecker', ""Setophaga graciae_Grace's Warbler"", 'Contopus sordidulus_Western Wood-Pewee']",31.7772,44100 (Hz),song,1700 m,128000 (bps),Brown Creeper (Certhia americana); American Bushtit (Psaltriparus minimus); House Wren (Troglodytes aedon); Plumbeous Vireo (Vireo plumbeus); Acorn Woodpecker (Melanerpes formicivorus); Grace's Warbler (Setophaga graciae); Western Wood Pewee (Contopus sordidulus),United States,Setophaga nigrescens_Black-throated Gray Warbler,-109.3121,08:24
btywar,2017-04-17,34,XC365063.mp3,Black-throated Grey Warbler,Not specified,[],48.493,48000 (Hz),song,220 m,320000 (bps),,Canada,Setophaga nigrescens_Black-throated Gray Warbler,-123.346,09:45
btywar,2017-05-28,99,XC372844.mp3,Black-throated Grey Warbler,Not specified,"['Pheucticus melanocephalus_Black-headed Grosbeak', 'Spinus psaltria_Lesser Goldfinch', 'Pipilo maculatus_Spotted Towhee', 'Oreortyx pictus_Mountain Quail', ""Cyanocitta stelleri_Steller's Jay"", 'Melanerpes formicivorus_Acorn Woodpecker', 'Haemorhous purpureus_Purple Finch']",34.2562,44100 (Hz),song,1200 m,128000 (bps),Black-headed Grosbeak (Pheucticus melanocephalus); Lesser Goldfinch (Spinus psaltria); Spotted Towhee (Pipilo maculatus); Mountain Quail (Oreortyx pictus); Steller's Jay (Cyanocitta stelleri); Acorn Woodpecker (Melanerpes formicivorus); Purple Finch (Haemorhous purpureus),United States,Setophaga nigrescens_Black-throated Gray Warbler,-118.0902,08:09
btywar,2018-05-06,77,XC415387.mp3,Black-throated Grey Warbler,7-20,"['Turdus migratorius_American Robin', 'Troglodytes pacificus_Pacific Wren']",47.8609,44100 (Hz),song,200 m,160000 (bps),American Robin (Turdus migratorius); Pacific Wren (Troglodytes pacificus),United States,Setophaga nigrescens_Black-throated Gray Warbler,-123.9348,05:30
